,Unnamed: 0,mul_name,retrained_acc,untrained_acc,net,dataset,concat,classify,single-sided,zero-error,mue_ED0,var_ED0,mue_ED,NMED,var_ED,mue_RED,var_RED,mue_ARED,var_ARED,RMS_ED,RMS_RED,ER,WCE,WCRE
4440,4440,ReFAM_new2_sta3_j6_k1,-1.0,0.1019999980926513,resnet18,cifar,resnet18cifar,2,NO,NO,0.3761061046554858,0.0672679476727893,0.2074964505849727,0.2075335892514395,0.0848397439658037,0.0284199419296904,0.0419435894104157,0.0284199419296904,0.0419435894104157,0.2454820665677661,0.1177297373151084,0.464081867034285,0.142433234421365,0.2857142857142857
4441,4441,ReFAM_sta1_j4_k1_const0,-1.0,0.988099992275238,vgg16,mnist,vgg16mnist,0,YES,NO,0.1247909655999768,0.0033118487758897,0.0664173134409248,0.0664587332053742,0.0043578945659057,0.0060283630279673,0.0020860293975624,0.0060283630279673,0.0020860293975624,0.0654160996388379,0.0262057887413936,0.7477005186432601,0.0534124629080118,0.1428571428571428
4442,4442,mul8_168,-1.0,0.9247999787330629,resnet18,cifar,resnet18cifar,0,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4443,4443,mul8_279,-1.0,0.1081999987363815,resnet34,mnist,resnet34mnist,2,NO,NO,1.0,1.0,1.0,1.0,1.0,0.0903179412684044,0.0587301559429888,0.0903179412684044,0.0587301559429888,1.0,0.1555769035548151,1.0,1.0,1.0
4444,4444,mul8_305,-1.0,0.1887000054121017,resnet34,cifar,resnet34cifar,2,NO,NO,0.1237580638448744,0.0124702657249127,0.0881222110447623,0.0880518234165067,0.0121901028579622,0.0075180634075744,0.0030570514992897,0.0075180634075744,0.0030570514992897,0.0975117373417222,0.0317614935836572,0.9221974021002304,0.1446587537091988,0.1428571428571428
4445,4445,mul8_467,-1.0,0.1134999990463256,resnet34,mnist,resnet34mnist,2,NO,NO,0.5474770313735094,0.1142750907319185,0.3323446575049542,0.3322936660268714,0.1189160232444812,0.020799794748377,0.0108199605621041,0.020799794748377,0.0108199605621041,0.3338142731068018,0.0610634886512244,0.9642050626261228,0.4985163204747774,0.2857142857142857
4446,4446,ReFAM_sta3_j3_k6_const0,0.1000000014901161,0.1000000014901161,vgg16,cifar,vgg16cifar,2,YES,NO,1.0,0.7973406789799506,1.0,1.0,1.0,0.1167549284781206,0.0932304131848296,0.1167549284781206,0.0932304131848296,1.0,0.1972025163767518,1.0,1.0,0.1428571428571428
4447,4447,mul8_275,-1.0,0.1134999990463256,resnet18,mnist,resnet18mnist,2,NO,NO,0.7470125857443058,0.3531250796117494,0.5741478939114187,0.5741362763915547,0.253437377481466,0.0419392664783988,0.032140304792073,0.0419392664783988,0.032140304792073,0.5368512842316299,0.1067668679051492,0.9956810272679698,0.6461424332344213,0.1428571428571428
4448,4448,ReFAM_new2_sta2_j4_k3,0.7775999903678894,0.6183000206947327,vgg16,cifar,vgg16cifar,1,NO,NO,0.3154438297110525,0.0685011336713117,0.217239962713025,0.217130518234165,0.0667383792142019,0.0242236664516583,0.0344001699727657,0.0242236664516583,0.0344001699727657,0.2336135642513761,0.106376483163445,0.7027096921331978,0.1780415430267062,0.2857142857142857
4449,4449,ReFAM_new1_sta2_j1_k1,-1.0,0.287200003862381,resnet34,mnist,resnet34mnist,2,YES,YES,0.0277313256888837,6.368939953634117e-05,0.0147594029868721,0.0148752399232245,8.380566472895615e-05,1.0,1.0,1.0,1.0,0.0124047466267424,1.0,0.8908772137026079,0.0044510385756676,1.0
4450,4450,mul8_061,-1.0,0.0105999996885657,resnet34,cifar100,resnet34cifar100,2,NO,NO,1.0,1.0,1.0,1.0,1.0,0.0898264937204928,0.0587529828640059,0.0898264937204928,0.0587529828640059,1.0,0.1554059702740306,1.0,1.0,1.0
4451,4451,mul8_475,-1.0,0.7832000255584717,vgg16,mnist,vgg16mnist,2,NO,NO,1.0,0.8529573717040736,0.8825691015322651,0.8824376199616123,0.6531510093079862,0.0580630823517933,0.0510743578172546,0.0580630823517933,0.0510743578172546,0.8394964583093504,0.1360434842323379,1.0,0.9577151335311572,0.2857142857142857
4452,4452,mul8_217,-1.0,0.009800000116229,resnet34,cifar100,resnet34cifar100,2,NO,NO,0.7816767428554104,0.1717328930272845,0.4484258676071516,0.4484165067178503,0.1914992234056981,0.0300921283473088,0.0199823354749667,0.0300921283473088,0.0199823354749667,0.4381111576202066,0.0834176803234147,0.978498805715461,0.5934718100890207,0.4285714285714285
