mul_name,single-sided,zero-error,mue_ED0,var_ED0,mue_ED,NMED,var_ED,mue_RED,var_RED,mue_ARED,var_ARED,RMS_ED,RMS_RED,ER,WCE,WCRE,untrained
mul8_024,NO,NO,0.3711602678226809,1.0,1.0,1.0,1.0,0.07492587633951076,0.03905335002625096,0.07492587633951076,0.03905335002625096,1.0,0.12737589795954926,1.0,1.0,0.375,0.1000000014901161
ReFAM_sta2_j1_k1_const0,YES,NO,0.00599930722279928,1.2391955334468162e-05,0.0028405263566124725,0.002770569167259261,1.5915144584122316e-05,0.0005989516990172855,0.00019315087014467003,0.0005989516990172855,0.00019315087014467003,0.0034032848235803948,0.007856213014218065,0.5091780877857648,0.001950458357714063,0.125,0.708299994468689
ReFAM_new2_sta3_j6_k2,NO,NO,0.6464253532566224,0.2364378881838858,0.34371478424605806,0.343735281351299,0.26505788005203446,0.059041460466477666,0.11025227259557895,0.059041460466477666,0.11025227259557895,0.4272444244041743,0.19329568322554833,0.571333456961773,0.29126844808530006,0.25,0.2728999853134155
mul8_300,NO,NO,0.20285157547090066,0.02031564265182844,0.11820154220032798,0.11821095113639514,0.018601089806056525,0.013359423416391581,0.007046494926277825,0.013359423416391581,0.007046494926277825,0.12819666840988633,0.04855400894525955,0.9297225274744859,0.1742409466224563,0.1875,0.3167999982833862
ReFAM_sta2_j4_k4_const1,NO,YES,0.18297887029537804,0.18950521614788782,0.3252569104760515,0.32526482023623726,0.08828968689196312,1.0,1.0,1.0,1.0,0.3212335519489799,1.0,0.9951101591517582,0.28606722579806254,1.0,0.1000000014901161
ReFAM_new1_sta3_j2_k7,NO,YES,1.0,0.8493657527176418,0.7552110747741417,0.7552571549948746,0.8277445153807133,1.0,1.0,1.0,1.0,0.8357872882100508,1.0,1.0,0.6631558416227814,1.0,0.1000000014901161
mul8_005,NO,NO,0.48121005969090525,1.0,1.0,1.0,1.0,0.07588618652963952,0.03906564144526017,0.07588618652963952,0.03906564144526017,1.0,0.12777822563790212,1.0,1.0,0.375,0.1000000014901161
ReFAM_sta3_j2_k7_const1,NO,YES,0.20435140227660048,0.6216547925865479,0.5802721688789315,0.5803418882352398,0.2818390424541584,1.0,1.0,1.0,1.0,0.573387006200983,1.0,1.0,0.5877381184578376,1.0,0.1000000014901161
ReFAM_sta1_j7_k1_const0,YES,NO,0.8639002400830963,0.16496170941244018,0.40903579535219603,0.4091207136986175,0.21186240470383627,0.024382664187747417,0.012163237068110264,0.024382664187747417,0.012163237068110264,0.4386351687938538,0.06531144193045628,0.747855316435342,0.3744880046811001,0.125,0.1045000031590461
ReFAM_sta2_j3_k6_const1,NO,YES,0.3614582601736566,0.7609150057599163,0.6480373790612493,0.6479437759163658,0.3607923733051763,1.0,1.0,1.0,1.0,0.6432718491650566,1.0,1.0,0.6189454521812626,1.0,0.1000000014901161
ReFAM_new1_sta4_j1_k4,NO,YES,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1000000014901161
ReFAM_sta2_j3_k3_const0,YES,NO,0.28946657350006527,0.007761701223744134,0.13705539670655179,0.1370508214737581,0.009968450810265013,0.016825754742378497,0.00931162785797441,0.016825754742378497,0.00931162785797441,0.12654851202238354,0.056104930641395406,0.9497362813929932,0.07541772316494377,0.125,0.1041999980807304
PPAM32,YES,NO,1.0,1.0,1.0,1.0,1.0,0.1492446704139542,0.09433664089565814,0.1492446704139542,0.09433664089565814,1.0,0.2124611108125377,0.7607833480842225,1.0,0.125,0.1000000014901161
ReFAM_sta1_j1_k1_const1,NO,YES,0.01049878763989874,2.1685921835319284e-05,0.005681052713224945,0.0057258429456691394,1.5915144584122316e-05,1.0,1.0,1.0,1.0,0.005198603784567918,1.0,0.8910616536250884,0.001950458357714063,1.0,0.7085999846458435
mul8_266,NO,NO,0.9810273426903703,0.5258639268348524,0.5415451199402554,0.5415539198936102,0.5530518781061039,1.0,1.0,1.0,1.0,0.6408658515818955,1.0,0.9811097984500008,0.9557245952798908,1.0,0.1000000014901161
mul8_483,NO,NO,0.8683997205001958,0.39933881542420396,0.4361047077291152,0.43608758692660765,0.4795335561183416,0.03234158495447786,0.020946333908688806,0.03234158495447786,0.020946333908688806,0.5614428672792805,0.08579432471650454,0.9787013860947742,0.8530004551069502,0.375,0.1000000014901161
mul8_057,NO,NO,1.0,1.0,1.0,1.0,1.0,0.07353735633741487,0.0565686221143699,0.07353735633741487,0.0565686221143699,1.0,0.14710936147089207,1.0,1.0,0.875,0.1000000014901161
ReFAM_new2_sta3_j5_k2,NO,NO,0.39295462309335283,0.05832893375934164,0.19184648855241024,0.19190809098549147,0.0714586813509058,0.034345317787691045,0.055569505340621564,0.034345317787691045,0.055569505340621564,0.22885104735326423,0.13578596466085044,0.617950747610911,0.14563422404265003,0.25,0.4679999947547912
PPAM43,YES,NO,1.0,1.0,1.0,1.0,1.0,0.46138523163982675,0.2097706245621182,0.46138523163982675,0.2097706245621182,1.0,0.46031660725055684,0.8875809122169848,1.0,0.125,0.1000000014901161
mul8_050,NO,NO,0.028121752606871626,0.0007028949439656773,0.013403733745265104,0.01348343661399507,0.0008989942904186023,0.0015547449080071621,0.0003213328112406783,0.0015547449080071621,0.0003213328112406783,0.021865351731129752,0.010179114192388766,0.4475196764234353,0.026006111436187505,0.125,0.6980999708175659
mul8_060,NO,NO,0.017716704142329124,0.0006124506123053931,0.01167278799670438,0.011636390502488896,0.0006826073883591195,0.0014382067946237084,0.00031255322623410233,0.0014382067946237084,0.00031255322623410233,0.01905029065645699,0.010033559651982826,0.4425470432181196,0.026006111436187505,0.125,0.7095000147819519
ReFAM_new2_sta2_j2_k6,NO,NO,0.3974541035104523,0.23396941068125976,0.33391718960735595,0.33394593696031627,0.18042547994038852,0.043921317802145386,0.07496185270314643,0.043921317802145386,0.07496185270314643,0.3795845151702638,0.15843872974925804,0.9013175186692692,0.3302776152395813,0.25,0.61080002784729
mul8_223,NO,NO,0.9011615652868549,1.0,1.0,1.0,1.0,0.09031794126840442,0.05873015594298889,0.09031794126840442,0.05873015594298889,1.0,0.1555769035548151,1.0,1.0,0.875,0.1000000014901161
ReFAM_new_sta2_j1_k1,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7218000292778015
mul8_350,NO,NO,0.9011615652868549,1.0,1.0,1.0,1.0,0.09031794126840442,0.05873015594298889,0.09031794126840442,0.05873015594298889,1.0,0.1555769035548151,1.0,1.0,0.875,0.1000000014901161
mul8_204,NO,NO,0.6056019453886341,0.8477687969527579,0.45714443532306936,0.4571439125977781,0.8887708780244589,0.03448624759922452,0.020322983373221915,0.03448624759922452,0.020322983373221915,0.7019022266080696,0.08520986725425915,0.964498372514078,1.0,0.28632475,0.1000000014901161
ReFAM_new_sta1_j1_k4,NO,NO,0.017622964966972885,0.0006678876701458048,0.01114018930483954,0.011082276669037045,0.0007718067954958992,0.0010244513223010585,0.00010535502007891092,0.0010244513223010585,0.00010535502007891092,0.019779433085626345,0.0058654747615891276,0.2983467904010154,0.02730641700799688,0.05,0.7089999914169312
ReFAM_sta4_j6_k1_const1,NO,YES,0.19197783112957695,0.017309083211185128,0.11845882571560451,0.11839565574754575,0.013124893350740543,1.0,1.0,1.0,1.0,0.11941171030450799,1.0,0.7677448309004294,0.062414667446850015,1.0,0.1908999979496002
ReFAM_new2_sta1_j4_k5,NO,NO,0.566934532554532,0.7710943774694152,0.5200382393816928,0.5201281850001386,0.6772772555113978,0.03272010797391714,0.039227185809381164,0.03272010797391714,0.039227185809381164,0.6681079509072553,0.11479625350077331,0.6314999765268902,0.6553540081919251,0.25,0.2504999935626983
ReFAM_new2_sta3_j4_k1,NO,NO,0.1049878763989874,0.00350692335965449,0.05006427703529483,0.05005494962181731,0.004448083971954886,0.009257101146048453,0.009611889665199306,0.009257101146048453,0.009611889665199306,0.058287979763482205,0.05575261401025898,0.5648699503154205,0.031207333723425008,0.25,0.5888000130653381
